ACCOUNT_NO,PARCEL_NO,LAND_ACT,IMPV_ACT,LAND_ASS,IMPV_ASS
"M026283","595536100301",0.0000,4940.0000,0.0000,310.0000
"M026289","594309400109",0.0000,10.0000,0.0000,0.0000
"M026293","567312300102",0.0000,6990.0000,0.0000,440.0000
"M026294","567310200147",0.0000,15100.0000,0.0000,940.0000
"M026298","595526400289",0.0000,8100.0000,0.0000,510.0000
"M026299","590322200790",0.0000,8540.0000,0.0000,530.0000
"M026302","616320200130",0.0000,1130.0000,0.0000,70.0000
"M026304","567712207006",0.0000,17100.0000,0.0000,1070.0000
"M026306","590332100175",0.0000,10570.0000,0.0000,660.0000
"M026307","566506300015",0.0000,13020.0000,0.0000,810.0000
"M026313","567711400149",0.0000,3690.0000,0.0000,230.0000
"M026315","595317200333",0.0000,6600.0000,0.0000,410.0000
"M026317","567712202002",0.0000,38500.0000,0.0000,2410.0000
"M026319","595508204005",0.0000,13930.0000,0.0000,870.0000
"M026325","595719100077",0.0000,5690.0000,0.0000,360.0000
"M026326","566509300012",0.0000,18410.0000,0.0000,1150.0000
"M026331","566122100013",0.0000,12520.0000,0.0000,780.0000
"M026336","559710100038",0.0000,11640.0000,0.0000,730.0000
"M026343","590530301006",0.0000,15000.0000,0.0000,940.0000
"M026344","566510400030",0.0000,9600.0000,0.0000,600.0000
"M026346","567923401012",0.0000,4280.0000,0.0000,270.0000
"M026347","559703400080",0.0000,6550.0000,0.0000,410.0000
"M026348","567712207004",0.0000,5380.0000,0.0000,340.0000
"M026354","559710200006",0.0000,28690.0000,0.0000,1790.0000
"M026355","590911400104",0.0000,9850.0000,0.0000,620.0000
"M026357","566901402004",0.0000,10.0000,0.0000,0.0000
"M026358","566518402002",0.0000,10250.0000,0.0000,640.0000
"M026359","559710200006",0.0000,10250.0000,0.0000,640.0000
"M026361","595302400009",0.0000,2250.0000,0.0000,140.0000
"M026363","594517400287",0.0000,550.0000,0.0000,30.0000
"M026364","595508305002",0.0000,14350.0000,0.0000,900.0000
"M026366","566912405034",0.0000,1060.0000,0.0000,70.0000
"M026369","566530300074",0.0000,5530.0000,0.0000,350.0000
"M026377","559710100038",0.0000,10350.0000,0.0000,650.0000
"M026379","566509300012",0.0000,44230.0000,0.0000,2760.0000
"M026382","566130107007",0.0000,5190.0000,0.0000,320.0000
"M026384","591135300062",0.0000,10.0000,0.0000,0.0000
"M026386","559324100001",0.0000,9640.0000,0.0000,600.0000
"M026392","566518402002",0.0000,9400.0000,0.0000,590.0000
"M026397","566911102037",0.0000,7890.0000,0.0000,490.0000
"M026398","566733200018",0.0000,19380.0000,0.0000,1210.0000
"M026399","590119200170",0.0000,4310.0000,0.0000,270.0000
"M026402","566530300074",0.0000,4730.0000,0.0000,300.0000
"M026403","590132200267",0.0000,70.0000,0.0000,0.0000
"M026404","590132200267",0.0000,14800.0000,0.0000,930.0000
"M026407","559710200006",0.0000,27960.0000,0.0000,1750.0000
"M026408","566520410003",0.0000,15970.0000,0.0000,1000.0000
"M026409","594516300337",0.0000,5400.0000,0.0000,340.0000
"M026412","590322200432",0.0000,3670.0000,0.0000,230.0000
"M026419","567717100069",0.0000,10460.0000,0.0000,650.0000
"M026423","566529414005",0.0000,4410.0000,0.0000,280.0000
"M026425","559703400151",0.0000,2550.0000,0.0000,160.0000
"M026428","567308400028",0.0000,80.0000,0.0000,10.0000
"M026429","590536200639",0.0000,24530.0000,0.0000,1530.0000
"M026432","566911200085",0.0000,42110.0000,0.0000,2630.0000
"M026436","566130107005",0.0000,10920.0000,0.0000,680.0000
"M026440","594923200152",0.0000,8580.0000,0.0000,540.0000
"M026446","590531400255",0.0000,13340.0000,0.0000,830.0000
"M026448","567701305019",0.0000,10490.0000,0.0000,660.0000
"M026450","590108200401",0.0000,60.0000,0.0000,0.0000
"M026451","594916400146",0.0000,9330.0000,0.0000,580.0000
"M026452","595301200378",0.0000,860.0000,0.0000,50.0000
"M026455","616316400277",0.0000,10.0000,0.0000,0.0000
"M026458","616308200274",0.0000,1480.0000,0.0000,90.0000
"M026461","566504100011",0.0000,15080.0000,0.0000,940.0000
"M026462","616309400119",0.0000,13170.0000,0.0000,820.0000
"M026465","567303400811",0.0000,5690.0000,0.0000,360.0000
"M026467","566504100011",0.0000,10310.0000,0.0000,640.0000
"M026471","567534200177",0.0000,21340.0000,0.0000,1330.0000
"M026476","566507400017",0.0000,13110.0000,0.0000,820.0000
"M026484","567522400181",0.0000,2800.0000,0.0000,180.0000
"M026485","566116100071",0.0000,22060.0000,0.0000,1380.0000
"M026486","567712207004",0.0000,5030.0000,0.0000,310.0000
"M026490","559710100038",0.0000,3010.0000,0.0000,190.0000
"M026493","595508213001",0.0000,11240.0000,0.0000,700.0000
"M026494","559328202009",0.0000,4000.0000,0.0000,250.0000
"M026497","590311400609",0.0000,4850.0000,0.0000,300.0000
"M026501","566520410003",0.0000,60190.0000,0.0000,3760.0000
"M026502","567712202004",0.0000,31080.0000,0.0000,1940.0000
"M026504","595112100084",0.0000,5930.0000,0.0000,370.0000
"M026514","591126300238",0.0000,6510.0000,0.0000,410.0000
"M026515","566518402002",0.0000,12830.0000,0.0000,800.0000
"M026519","567310200216",0.0000,10.0000,0.0000,0.0000
"M026523","590509300662",0.0000,23200.0000,0.0000,1450.0000
"M026525","566518402002",0.0000,5810.0000,0.0000,360.0000
"M026531","595131302814",0.0000,7210.0000,0.0000,450.0000
"M026533","590517300041",0.0000,660.0000,0.0000,40.0000
"M026535","559703400090",0.0000,10370.0000,0.0000,650.0000
"M026540","566505100123",0.0000,7360.0000,0.0000,460.0000
"M026550","595731300144",0.0000,330.0000,0.0000,20.0000
"M026553","566911200088",0.0000,3840.0000,0.0000,240.0000
"M026554","566530300074",0.0000,3050.0000,0.0000,190.0000
"M026555","566510200057",0.0000,29470.0000,0.0000,1840.0000
"M026561","595508208006",0.0000,1940.0000,0.0000,120.0000
"M026566","567123300097",0.0000,960.0000,0.0000,60.0000
"M026581","565723100004",0.0000,34310.0000,0.0000,2140.0000
"M026586","559325200012",0.0000,3520.0000,0.0000,220.0000
"M026588","591115100365",0.0000,5140.0000,0.0000,320.0000
"M026589","567132300008",0.0000,3410.0000,0.0000,210.0000
"M026590","566530300074",0.0000,11070.0000,0.0000,690.0000
"M026592","590108200401",0.0000,950.0000,0.0000,60.0000
"M026594","567132204030",0.0000,700.0000,0.0000,40.0000
"M026596","559703400080",0.0000,5730.0000,0.0000,360.0000
"M026601","590134100104",0.0000,360.0000,0.0000,20.0000
"M026602","567712202004",0.0000,16510.0000,0.0000,1030.0000
"M026604","616317200056",0.0000,5600.0000,0.0000,350.0000
"M026610","594915400078",0.0000,350.0000,0.0000,20.0000
"M026612","559710300121",0.0000,630.0000,0.0000,40.0000
"M026614","559710300121",0.0000,1290.0000,0.0000,80.0000
"M026617","559722200019",0.0000,13480.0000,0.0000,840.0000
"M026626","567308200026",0.0000,2660.0000,0.0000,170.0000
"M026627","567711101021",0.0000,13150.0000,0.0000,820.0000
"M026631","566520410003",0.0000,51180.0000,0.0000,3200.0000
"M026635","594902400012",0.0000,1940.0000,0.0000,120.0000
"M026636","590513200013",0.0000,320.0000,0.0000,20.0000
"M026639","566911100079",0.0000,12320.0000,0.0000,770.0000
"M026646","566130106010",0.0000,13000.0000,0.0000,810.0000
"M026651","567712202003",0.0000,13220.0000,0.0000,830.0000
"M026652","559710201017",0.0000,7300.0000,0.0000,460.0000
"M026653","595325300070",0.0000,5030.0000,0.0000,310.0000
"M026655","595323400394",0.0000,8250.0000,0.0000,520.0000
"M026660","566504100011",0.0000,6070.0000,0.0000,380.0000
"M026662","559710200006",0.0000,25130.0000,0.0000,1570.0000
"M026663","590916300160",0.0000,320.0000,0.0000,20.0000
"M026664","566530300074",0.0000,3690.0000,0.0000,230.0000
"M026667","566530300074",0.0000,7810.0000,0.0000,490.0000
"M026668","559703400080",0.0000,5100.0000,0.0000,320.0000
"M026669","559710200006",0.0000,27240.0000,0.0000,1700.0000
"M026671","567132203008",0.0000,27860.0000,0.0000,1740.0000
"M026673","594509200376",0.0000,3190.0000,0.0000,200.0000
"M026674","566127105055",0.0000,7200.0000,0.0000,450.0000
"M026676","567701306015",0.0000,19100.0000,0.0000,1190.0000
"M026679","568106400172",0.0000,3140.0000,0.0000,200.0000
"M026682","567310400264",0.0000,9240.0000,0.0000,580.0000
"M026689","567318200053",0.0000,12170.0000,0.0000,760.0000
"M026693","567701305017",0.0000,12290.0000,0.0000,770.0000
"M026700","566518402002",0.0000,19130.0000,0.0000,1200.0000
"M026701","591115100266",0.0000,6050.0000,0.0000,380.0000
"M026702","566123200310",0.0000,12480.0000,0.0000,780.0000
"M026703","567907302007",0.0000,3160.0000,0.0000,200.0000
"M026704","567712200004",0.0000,9500.0000,0.0000,590.0000
"M026707","559715302097",0.0000,5460.0000,0.0000,340.0000
"M026710","566130102008",0.0000,11440.0000,0.0000,720.0000
"M026711","566529414005",0.0000,5670.0000,0.0000,350.0000
"M026712","594520100043",0.0000,5110.0000,0.0000,320.0000
"M026714","566912100001",0.0000,12470.0000,0.0000,3370.0000
"M026718","567712202004",0.0000,11330.0000,0.0000,710.0000
"M026724","590526200426",0.0000,16840.0000,0.0000,1050.0000
"M026726","590313100555",0.0000,7140.0000,0.0000,450.0000
"M026729","567701306017",0.0000,13890.0000,0.0000,870.0000
"M026733","559710200006",0.0000,71060.0000,0.0000,4440.0000
"M026734","559710200006",0.0000,12360.0000,0.0000,770.0000
"M026735","559733400047",0.0000,8650.0000,0.0000,540.0000
"M026737","566911200031",0.0000,10820.0000,0.0000,680.0000
"M026739","559329301009",0.0000,17940.0000,0.0000,1120.0000
"M026740","595316200464",0.0000,19340.0000,0.0000,1210.0000
"M026743","590107300244",0.0000,3860.0000,0.0000,240.0000
"M026744","566912101007",0.0000,17300.0000,0.0000,1080.0000
"M026746","590916300029",0.0000,6410.0000,0.0000,400.0000
"M026748","595508311002",0.0000,4750.0000,0.0000,300.0000
"M026749","595510400049",0.0000,7980.0000,0.0000,500.0000
"M026751","566909400069",0.0000,7760.0000,0.0000,490.0000
"M026755","566518402002",0.0000,11690.0000,0.0000,730.0000
"M026756","566507400017",0.0000,4440.0000,0.0000,280.0000
"M026758","566909201157",0.0000,6770.0000,0.0000,420.0000
"M026761","566911200085",0.0000,27870.0000,0.0000,1740.0000
"M026764","566530300074",0.0000,12260.0000,0.0000,770.0000
"M026766","590322300367",0.0000,260.0000,0.0000,20.0000
"M026768","566509300010",0.0000,44060.0000,0.0000,2750.0000
"M026769","559710100065",0.0000,7820.0000,0.0000,490.0000
"M026770","566509401002",0.0000,7780.0000,0.0000,490.0000
"M026771","567716102024",0.0000,1260.0000,0.0000,80.0000
"M026772","590523100193",0.0000,21410.0000,0.0000,1340.0000
"M026775","594911400269",0.0000,2210.0000,0.0000,140.0000
"M026776","566518402002",0.0000,33510.0000,0.0000,2090.0000
"M026778","590514400196",0.0000,9390.0000,0.0000,590.0000
"M026780","559710200006",0.0000,21730.0000,0.0000,1360.0000
"M026786","559324100001",0.0000,17080.0000,0.0000,1070.0000
"M026788","567711400168",0.0000,24230.0000,0.0000,1510.0000
"M026794","566520410003",0.0000,7250.0000,0.0000,450.0000
"M026796","559710200006",0.0000,41650.0000,0.0000,2600.0000
"M026800","559703100093",0.0000,8580.0000,0.0000,540.0000
"M026802","566520410003",0.0000,15860.0000,0.0000,990.0000
"M026825","537728301028",0.0000,10570.0000,0.0000,660.0000
"M026832","595732400074",0.0000,4720.0000,0.0000,300.0000
"M026833","565726100004",0.0000,19080.0000,0.0000,1190.0000
"M026835","566529414005",0.0000,3920.0000,0.0000,250.0000
"M026836","559710100065",0.0000,4880.0000,0.0000,310.0000
"M026841","559710100037",0.0000,9420.0000,0.0000,590.0000
"M026846","566530300074",0.0000,2790.0000,0.0000,170.0000
"M026849","594520100087",0.0000,10950.0000,0.0000,680.0000
"M026852","566504100011",0.0000,84570.0000,0.0000,5290.0000
"M026854","566530300074",0.0000,2080.0000,0.0000,130.0000
"M026856","566530300074",0.0000,6450.0000,0.0000,400.0000
"M026860","537720100003",0.0000,10270.0000,0.0000,640.0000
"M026861","595518100056",0.0000,610.0000,0.0000,40.0000
"M026867","594904200113",0.0000,780.0000,0.0000,50.0000
"M026869","559710200006",0.0000,52330.0000,0.0000,3270.0000
"M026870","594911400391",0.0000,6470.0000,0.0000,400.0000
"M026878","589907200030",0.0000,1660.0000,0.0000,100.0000
"M026879","590112100141",0.0000,430.0000,0.0000,30.0000
"M026880","565726100004",0.0000,12720.0000,0.0000,800.0000
"M026883","566521200153",0.0000,760.0000,0.0000,50.0000
"M026884","567132300041",0.0000,35540.0000,0.0000,2220.0000
"M026886","595508213001",0.0000,22800.0000,0.0000,1430.0000
"M026887","595510202009",0.0000,1970.0000,0.0000,120.0000
"M026888","565729400073",0.0000,4940.0000,0.0000,310.0000
"M026890","567701306013",0.0000,7070.0000,0.0000,440.0000
"M026892","566509300010",0.0000,21940.0000,0.0000,1370.0000
"M026894","595118201004",0.0000,8700.0000,0.0000,540.0000
"M026895","595510300040",0.0000,2030.0000,0.0000,130.0000
"M026896","616305100011",0.0000,110.0000,0.0000,10.0000
"M026897","566504200087",0.0000,710.0000,0.0000,40.0000
"M026900","566124400016",0.0000,1690.0000,0.0000,110.0000
"M026904","566518402002",0.0000,1450.0000,0.0000,90.0000
"M026907","567306400264",0.0000,2930.0000,0.0000,180.0000
"M026912","566733300021",0.0000,4190.0000,0.0000,260.0000
"M026919","559710300121",0.0000,4650.0000,0.0000,290.0000
"M026921","595118100158",0.0000,7130.0000,0.0000,450.0000
"M026927","566530300074",0.0000,11050.0000,0.0000,690.0000
"M026931","567304101008",0.0000,22270.0000,0.0000,1390.0000
"M026932","591135301047",0.0000,10000.0000,0.0000,630.0000
"M026936","567132204005",0.0000,25540.0000,0.0000,1600.0000
"M026939","566509300012",0.0000,35180.0000,0.0000,2200.0000
"M026943","566530300074",0.0000,1910.0000,0.0000,120.0000
"M026950","616305100011",0.0000,3970.0000,0.0000,250.0000
"M026952","595508318005",0.0000,2820.0000,0.0000,180.0000
"M026955","566520410003",0.0000,9480.0000,0.0000,590.0000
"M026964","566518402002",0.0000,6790.0000,0.0000,420.0000
"M026966","595122300168",0.0000,13120.0000,0.0000,820.0000
"M026970","559703400183",0.0000,31270.0000,0.0000,1950.0000
"M026971","566509300010",0.0000,23300.0000,0.0000,1460.0000
"M026977","566530300074",0.0000,14270.0000,0.0000,890.0000
"M026978","559703400080",0.0000,26970.0000,0.0000,1690.0000
"M026988","559710200006",0.0000,52790.0000,0.0000,3300.0000
"M026991","559703400132",0.0000,19040.0000,0.0000,1190.0000
"M026992","567712202004",0.0000,14120.0000,0.0000,880.0000
"M026994","567307200051",0.0000,122170.0000,0.0000,7640.0000
"M026997","595130200174",0.0000,8460.0000,0.0000,530.0000
"M027001","595733200067",0.0000,6980.0000,0.0000,440.0000
"M027002","594911400271",0.0000,100.0000,0.0000,10.0000
"M027003","566530300074",0.0000,1980.0000,0.0000,120.0000
"M027008","559703400132",0.0000,18810.0000,0.0000,1180.0000
"M027018","567711400168",0.0000,6490.0000,0.0000,410.0000
"M027023","566504100011",0.0000,7930.0000,0.0000,500.0000
"M027029","616711100006",0.0000,10710.0000,0.0000,670.0000
"M027030","566515300142",0.0000,5230.0000,0.0000,330.0000
"M027040","567310400264",0.0000,7990.0000,0.0000,500.0000
"M027041","566518402002",0.0000,25480.0000,0.0000,1590.0000
"M027043","567123200172",0.0000,22100.0000,0.0000,1380.0000
"M027044","566509300012",0.0000,18290.0000,0.0000,1140.0000
"M027048","590531204005",0.0000,7530.0000,0.0000,470.0000
"M027054","590909400111",0.0000,22850.0000,0.0000,1430.0000
"M027058","559703400080",0.0000,3920.0000,0.0000,250.0000
"M027062","559710200006",0.0000,55790.0000,0.0000,3490.0000
"M027063","590502300148",0.0000,3220.0000,0.0000,200.0000
"M027065","594511306002",0.0000,10.0000,0.0000,0.0000
"M027067","567712202002",0.0000,10160.0000,0.0000,640.0000
"M027068","559710100038",0.0000,19190.0000,0.0000,1200.0000
"M027073","566507400017",0.0000,3900.0000,0.0000,240.0000
"M027075","566520410003",0.0000,26860.0000,0.0000,1680.0000
"M027078","567534200186",0.0000,120.0000,0.0000,10.0000
"M027083","559710100065",0.0000,26770.0000,0.0000,1670.0000
"M027084","566518402002",0.0000,36610.0000,0.0000,2290.0000
"M027086","566901400039",0.0000,22960.0000,0.0000,1440.0000
"M027087","566504100011",0.0000,15970.0000,0.0000,1000.0000
"M027089","567519100026",0.0000,22110.0000,0.0000,1380.0000
"M027092","566509300010",0.0000,110260.0000,0.0000,6890.0000
"M027100","590517400293",0.0000,7620.0000,0.0000,480.0000
"M027110","590117100329",0.0000,10.0000,0.0000,0.0000
"M027111","566530300074",0.0000,5190.0000,0.0000,320.0000
"M027113","567310400264",0.0000,9350.0000,0.0000,580.0000
"M027116","567711300023",0.0000,12610.0000,0.0000,790.0000
"M027117","566130107003",0.0000,7990.0000,0.0000,500.0000
"M027120","595508300030",0.0000,1600.0000,0.0000,100.0000
"M027121","566509300011",0.0000,28530.0000,0.0000,1780.0000
"M027123","590333100304",0.0000,10300.0000,0.0000,640.0000
"M027134","567307200051",0.0000,9330.0000,0.0000,580.0000
"M027135","595508213001",0.0000,46380.0000,0.0000,2900.0000
"M027138","567310400264",0.0000,18650.0000,0.0000,1170.0000
"M027140","566911102008",0.0000,12390.0000,0.0000,770.0000
"M027144","590119200370",0.0000,18050.0000,0.0000,1130.0000
"M027145","594533100256",0.0000,3470.0000,0.0000,220.0000
"M027146","590533200103",0.0000,35570.0000,0.0000,2220.0000
"M027147","590331400857",0.0000,33410.0000,0.0000,2090.0000
"M027150","566115400025",0.0000,19290.0000,0.0000,1210.0000
"M027151","590327101003",0.0000,4600.0000,0.0000,290.0000
"M027161","559324406002",0.0000,830.0000,0.0000,50.0000
"M027163","559525101044",0.0000,70.0000,0.0000,0.0000
"M027168","559734300020",0.0000,13760.0000,0.0000,860.0000
"M027171","594936100245",0.0000,9230.0000,0.0000,580.0000
"M027173","590119100468",0.0000,10850.0000,0.0000,680.0000
"M027178","595508301002",0.0000,2090.0000,0.0000,130.0000
"M027179","567306200011",0.0000,2400.0000,0.0000,150.0000
"M027180","559710100038",0.0000,16120.0000,0.0000,1010.0000
"M027181","567712202004",0.0000,5240.0000,0.0000,330.0000
"M027186","590121400189",0.0000,10.0000,0.0000,0.0000
"M027188","590319300378",0.0000,23780.0000,0.0000,1490.0000
"M027189","566509300010",0.0000,59830.0000,0.0000,3740.0000
"M027192","567712202004",0.0000,13170.0000,0.0000,820.0000
"M027197","566515300103",0.0000,10910.0000,0.0000,680.0000
"M027202","566509300012",0.0000,33490.0000,0.0000,2090.0000
"M027203","566520410003",0.0000,23680.0000,0.0000,1480.0000
"M027204","566504100011",0.0000,13890.0000,0.0000,870.0000
"M027205","566911101006",0.0000,20440.0000,0.0000,1280.0000
"M027211","595302200007",0.0000,10850.0000,0.0000,680.0000
"M027212","595306400198",0.0000,4790.0000,0.0000,300.0000
"M027213","559325200012",0.0000,10070.0000,0.0000,630.0000
"M027217","594510300031",0.0000,13620.0000,0.0000,850.0000
"M027218","595508213001",0.0000,20610.0000,0.0000,1290.0000
"M027219","567710400026",0.0000,14110.0000,0.0000,880.0000
"M027220","595122400201",0.0000,730.0000,0.0000,50.0000
"M027221","537721304017",0.0000,10900.0000,0.0000,680.0000
"M027222","537732400101",0.0000,60360.0000,0.0000,3770.0000
"M027223","559324100001",0.0000,12240.0000,0.0000,770.0000
"M027224","567131200056",0.0000,14430.0000,0.0000,900.0000
"M027225","566509300012",0.0000,82980.0000,0.0000,5190.0000
"M027226","590107300181",0.0000,18480.0000,0.0000,1160.0000
"M027227","594511304008",0.0000,7420.0000,0.0000,460.0000
"M027228","566911200085",0.0000,31110.0000,0.0000,1940.0000
"M027229","590117100326",0.0000,1020.0000,0.0000,60.0000
"M027230","559703400080",0.0000,14050.0000,0.0000,880.0000
"M027234","566509300012",0.0000,40030.0000,0.0000,2500.0000
"M027236","566520410003",0.0000,25000.0000,0.0000,1560.0000
