ACCOUNT_NO,PARCELNUMBER,DOC_OCCURENCE,ACTUAL_YEAR_BLT,ABSTRACT_CODE,ABSTRACT_DESC,BUILDING_CODE,BUILDING_DESC,BEDROOMS,BATHROOMS,NUMBER_STORIES,IMPSQFT,UNITS,MODEL,ARCH_STYLE_DESC
"R417786","566129218007",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,3,1,2880,0,"SFR","CONVENTION"
"R417787","566129218008",0,2002,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2366,0,"SFR","CONVENTION"
"R417788","566129218009",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2092,0,"SFR","CONVENTION"
"R417811","566133405064",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,2932,0,"SFR","CUSTOM"
"R417813","566133405066",0,1982,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,2,2602,0,"SFR","MODERN"
"R417831","566303202003",0,1995,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1904,0,"SFR","MANUFACTURED"
"R417855","566305300153",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,4,2,4522,0,"SFR","CONVENTION"
"R417858","566305302003",0,2021,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,3063,,"SFR","CONVENTION"
"R417859","566305302035",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,3152,0,"SFR","CONVENTION"
"R417864","566306100074",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,1,3388,0,"SFR","CONVENTION"
"R417865","566306100075",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2915.8999,0,"SFR","LOG HOME"
"R417869","566306101001",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,3194,0,"SFR","CONVENTION"
"R417870","566306101002",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,3497,0,"SFR","CONVENTION"
"R417876","566306101010",0,2023,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.75,1.5,,,"SFR","MODERN"
"R417877","566306101011",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,3618.5801,0,"SFR","CONVENTION"
"R417880","566306101014",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1.5,3000,0,"SFR","CONVENTION"
"R417886","566306201008",0,2024,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,1,3131,,"SFR","CONVENTION"
"R417898","566306401029",0,2007,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2641,,"SFR","CONVENTION"
"R417900","566306401031",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.25,2,3089,0,"SFR","CUSTOM"
"R417901","566306401032",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.75,2,3638,0,"SFR","CUSTOM"
"R417902","566306401033",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,4.5,2,4226,0,"SFR","CUSTOM"
"R417917","566308100003",0,2023,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1.5,,,"SFR","CONVENTION"
"R417919","566308100005",0,2020,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,3574,,"SFR","CONVENTION"
"R417945","566506416026",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,3608,0,"SFR","CUSTOM"
"R417959","566509401009",0,1951,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",4,1.5,1,2769,2,"SFR","CONVENTION"
"R418071","566515104034",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2461,,"SFR","CONVENTION"
"R418073","566515114002",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.25,2,1170,,"SFR","TOWNHOME"
"R418074","566515114003",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1180,,"SFR","TOWNHOME"
"R418087","566515114016",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1180,,"SFR","TOWNHOME"
"R418088","566515114017",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1172,,"SFR","TOWNHOME"
"R418091","566515114020",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1180,,"SFR","TOWNHOME"
"R418093","566515114022",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1180,,"SFR","TOWNHOME"
"R418094","566515114023",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1367,,"SFR","TOWNHOME"
"R418101","566515114030",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1180,,"SFR","TOWNHOME"
"R418106","566515114035",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1736,,"SFR","TOWNHOME"
"R418113","566515114042",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1684,,"SFR","TOWNHOME"
"R418121","566515200123",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1533,0,"SFR","CONVENTION"
"R418122","566515200124",0,1961,"2212","MERCHANDISING   ","2212","MERCHANDISING",0,2,1,2885,0,"COMMERCIAL","RETAIL/MERCHAND"
"R418122","566515200124",1,1970,"2212","MERCHANDISING   ","2212","MERCHANDISING",0,0.5,1,840,0,"COMMERCIAL","RETAIL/MERCHAND"
"R418137","566515309009",0,1993,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,0,1,3584,0,"COMMERCIAL","WAREHOUSE"
"R418150","566516114011",0,1980,"4277","FARM/RANCH RESI ","1212","SINGLE FAM RES",3,4.5,2,3987,0,"SFR","MODERN"
"R418157","566516329018",0,1977,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,2.5,1,2678,1,"COMMERCIAL","SPEC PURPOSE"
"R418160","566516335003",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.5,2,5132.2002,,"SFR","CONTEMP"
"R418200","566517112064",0,1994,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1.75,2,1235,,"SFR","CONVENTION"
"R418201","566517112065",0,1995,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1.5,2,968,,"SFR","CONVENTION"
"R418204","566517112069",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.25,2,1669,,"SFR","TOWNHOME"
"R418205","566517112070",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1669,,"SFR","TOWNHOME"
"R418206","566517113018",0,1928,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,672,0,"SFR","CONVENTION"
"R418209","566517113023",0,1996,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",4,3,2,2560,2,"SFR","CONVENTION"
"R418212","566517113026",0,1938,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.5,2,1302,0,"SFR","CONVENTION"
"R418237","566517332016",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,2,2034,,"SFR","CONVENTION"
"R418238","566517332017",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,1,1846,0,"SFR","CONVENTION"
"R418240","566517332019",0,1966,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,1,2816,0,"SFR","SPLIT LEVEL"
"R418249","566517406019",0,1994,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1924,,"SFR","TOWNHOME"
"R418252","566517408015",0,1945,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,2,1792,,"SFR","CONVENTION"
"R418267","566518108024",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,1,3896,,"SFR","CONVENTION"
"R421750","566521100124",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.25,1,4083,0,"SFR","CONVENTION"
"R418060","566515104023",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,1,2752,0,"SFR","CONVENTION"
"R418066","566515104029",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,4328.5601,,"SFR","MODERN"
"R418069","566515104032",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2620,0,"SFR","CUSTOM"
"R418072","566515114001",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.25,1.5,1170,,"SFR","TOWNHOME"
"R418080","566515114009",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.25,2,1180,,"SFR","TOWNHOME"
"R418086","566515114015",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1172,,"SFR","TOWNHOME"
"R418089","566515114018",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1180,,"SFR","TOWNHOME"
"R418092","566515114021",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.25,2,1180,,"SFR","TOWNHOME"
"R418107","566515114036",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1736,,"SFR","TOWNHOME"
"R418110","566515114039",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1684,,"SFR","TOWNHOME"
"R418112","566515114041",0,1995,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1736,,"SFR","TOWNHOME"
"R418118","566515200120",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,4,2,4237,0,"SFR","CONVENTION"
"R418119","566515200121",0,1958,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2557,0,"SFR","CONVENTION"
"R418142","566515309012",0,1995,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,1,1,2351,0,"COMMERCIAL","SPEC PURPOSE"
"R418145","566515406043",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,1,3508,0,"SFR","CONVENTION"
"R418148","566516100078",0,1997,"9244","EX PS FIRE/WTR/SAN IMPS","2230","SPECIAL PURPOSE",0,1,1,2291,0,"COMMERCIAL","SPEC PURPOSE"
"R418148","566516100078",0,1997,"9240","EX PS RESIDENTIAL","1212","SINGLE FAM RES",2,1,1,3395,0,"SFR","CONVENTION"
"R418156","566516329017",0,1978,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1276,,"SFR","RANCH"
"R418180","566516404044",0,1994,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2,1,1586,,"SFR","TOWNHOME"
"R418182","566516404046",0,1994,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2,1,1472,,"SFR","TOWNHOME"
"R418185","566516417003",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,2,2794,0,"SFR","CONVENTION"
"R418196","566517109042",0,1996,"2250","PARTIALLY EXEMP ","2230","SPECIAL PURPOSE",0,2,1,3560,,"COMMERCIAL","OFFICE"
"R418207","566517113019",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1474,,"SFR","CONVENTION"
"R418211","566517113025",0,1938,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,672,0,"SFR","CONVENTION"
"R418213","566517113027",0,1941,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1,1023,0,"SFR","CONVENTION"
"R418214","566517113028",0,1913,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1,1128,,"SFR","CONVENTION"
"R418226","566517332003",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,4.5,2,4008,0,"SFR","SOUTHWEST"
"R418230","566517332007",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2112,0,"SFR","CONVENTION"
"R418235","566517332012",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2056,0,"SFR","CONVENTION"
"R418251","566517408014",0,1958,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,2,1776,0,"SFR","CONVENTION"
"R418253","566517410018",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,1,2485,,"SFR","CONVENTION"
"R418264","566518108021",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,2771,0,"SFR","CONVENTION"
"R018358","590112100361",1,2010,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1277","SFR NOT INTEGRAL TO AG",2,1,1,,,"SFR","MANUFACTURED"
"R018359","566517114013",0,1956,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,2.5,1,9926,0,"COMMERCIAL","MULTI USE"
"R018360","559108100027",0,1968,"9248","EX GCE RESIDENCE","2230","SPECIAL PURPOSE",0,1,1,2534,0,"COMMERCIAL","SPEC PURPOSE"
"R018364","566529216012",0,1903,"2250","PARTIALLY EXEMP ","2230","SPECIAL PURPOSE",0,6,2,18443,0,"COMMERCIAL","SPEC PURPOSE"
"R018368","566517406017",0,1955,"3215","MANUFACT/PROCES ","3215","MANUFACT/PROCES",0,2,1,4952,0,"COMMERCIAL","SPEC PURPOSE"
"R018381","595508309012",0,1955,"9247","EX CONSV/CONSVY IMPS","2230","SPECIAL PURPOSE",2,1,1,1248,0,"COMMERCIAL","RETAIL/MERCHAND"
"R018394","559118100055",0,1970,"9244","EX PS FIRE/WTR/SAN IMPS","2230","SPECIAL PURPOSE",0,1,1,1000,0,"COMMERCIAL","SPEC PURPOSE"
"R018418","595508314016",0,1972,"9299","EX SO UTE COMPACT IMPV","2230","SPECIAL PURPOSE",0,1,1,2040,0,"COMMERCIAL","SPEC PURPOSE"
"R018505","566529206008",0,1935,"2220","OFFICES         ","2220","OFFICES",0,2,2,3360,0,"COMMERCIAL","OFFICE"
"R018557","595508303010",0,1960,"9251","EX CHURCH IMP","2230","SPECIAL PURPOSE",0,1.5,1.5,3792,0,"COMMERCIAL","SPEC PURPOSE"
"R018567","566520314010",0,1959,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,1,1,3200,0,"COMMERCIAL","SPEC PURPOSE"
"R018567","566520314010",1,1960,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,1,1,3358,0,"COMMERCIAL","SPEC PURPOSE"
"R018577","566529234008",0,1898,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",0,2,1,2720,,"SFR","MISC"
"R018588","566520406001",0,1900,"9251","EX CHURCH IMP","2230","SPECIAL PURPOSE",0,1,1.5,5304,0,"COMMERCIAL","SPEC PURPOSE"
"R018588","566520406001",1,1900,"9257","EX RELIGIOUS SCHOOL","2230","SPECIAL PURPOSE",0,4,2,8620,0,"COMMERCIAL","SPEC PURPOSE"
"R018588","566520406001",2,1950,"9257","EX RELIGIOUS SCHOOL","2230","SPECIAL PURPOSE",0,3,1,16082,0,"COMMERCIAL","SPEC PURPOSE"
"R018588","566520406001",3,1899,"9258","EX RELIGIOUS MISC IMP","2220","OFFICES",0,4,2,7006,0,"COMMERCIAL","OFFICE"
"R018589","566520318023",0,1939,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,1.5,1,1947,0,"COMMERCIAL","SPEC PURPOSE"
"R018589","566520318023",0,1939,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,1450,0,"SFR","MISC"
"R018591","566516321002",0,1965,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,1.75,1,2314,0,"SFR","CONVENTION"
"R018592","566517300026",0,1961,"9251","EX CHURCH IMP","2230","SPECIAL PURPOSE",0,2,1,7531,0,"COMMERCIAL","SPEC PURPOSE"
"R018601","566529219017",0,1898,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,3008,0,"SFR","VICTORIAN"
"R018601","566529219017",1,1905,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1,902,0,"SFR","VICTORIAN"
"R018603","594520100072",0,1945,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,1541,,"SFR","BUNGALOW"
"R018618","566516319010",0,1972,"9255","EX RELIG OTHER RESIDEN","1212","SINGLE FAM RES",3,2,1,4303,,"SFR","CONVENTION"
"R018630","566517417012",0,1984,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",4,2,2,2016,2,"SFR","CONVENTION"
"R018635","595508305020",0,1930,"9251","EX CHURCH IMP","2230","SPECIAL PURPOSE",0,1.5,1,1576,0,"COMMERCIAL","SPEC PURPOSE"
"R019869","567134400164",0,1989,"1212","SINGLE FAM RES  ","1299","MODULAR SFR",3,2,1,1451.5,0,"SFR","MODULAR"
"R019891","590118300224",0,1995,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1565,0,"SFR","MANUFACTURED"
"R019892","590118300225",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1628,0,"SFR","CONVENTION"
"R019925","559701100048",0,1988,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2.5,2,2289,0,"SFR","CONTEMP"
"R019960","568106300108",0,2007,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,3.5,2,2832,,"SFR","CONVENTION"
"R019963","590507101048",0,1995,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,0.5,1,3660,0,"COMMERCIAL","AIRPLANE HANGER"
"R019965","590507401041",0,2003,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,1,1.5,13280,0,"COMMERCIAL","WAREHOUSE"
"R019984","559334100065",0,1988,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,1.5,3036,0,"SFR","CONTEMP"
"R020006","537125400019",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,2,1332,0,"SFR","CUSTOM"
"R020006","537125400019",1,1988,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",8,8.5,1,4858,0,"SFR","CUSTOM"
"R020015","567318100185",0,1999,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1808,0,"SFR","MANUFACTURED"
"R020035","590507101008",0,1989,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,0.5,1,2550,0,"COMMERCIAL","AIRPLANE HANGER"
"R020048","559710204012",0,1992,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,1704,0,"SFR","TRI LEVEL"
"R020058","590332200359",0,1995,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",4,2,1,1589,0,"SFR","MANUFACTURED"
"R020062","594902400105",0,1984,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.5,2,1917,0,"SFR","CONVENTION"
"R020063","590316400360",0,1997,"4277","FARM/RANCH RESI ","4298","MANUFACTURED HOME AG",3,2,1,1216,0,"SFR","MANUFACTURED"
"R020074","590504300505",0,1989,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,0.5,1,382,0,"SFR","CABIN"
"R020077","537330200028",0,1968,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,1920,0,"SFR","CONVENTION"
"R020120","590507103003",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1488,0,"SFR","BI LEVEL"
"R020128","594533100259",0,1995,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1320,0,"SFR","MANUFACTURED"
"R020132","566515408002",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,1,2482,0,"SFR","CONVENTION"
"R020144","532526401001",0,1982,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1.5,1.5,1003,1,"SFR","CONVENTION"
"R020152","566510400013",0,2023,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,2,,,"SFR","CONVENTION"
"R020153","590504300506",0,2011,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1,452,,"SFR","MISC"
"R020166","532526101006",0,1989,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,1.5,1530,,"SFR","CONVENTION"
"R020200","508924308043",0,1973,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,210,1,"SFR","CONVENTION"
"R020201","566515102007",0,1990,"1225","MULTI 9+        ","1220","MULTI 4-8",6,6,1,3854,6,"SFR","CONVENTION"
"R020201","566515102007",1,1990,"1225","MULTI 9+        ","1220","MULTI 4-8",6,6,1,3854,6,"SFR","CONVENTION"
"R020201","566515102007",2,1990,"1225","MULTI 9+        ","1220","MULTI 4-8",6,6.5,1,4768,6,"SFR","CONVENTION"
"R020201","566515102007",3,1990,"1225","MULTI 9+        ","1220","MULTI 4-8",6,6,1,3854,6,"SFR","CONVENTION"
"R020202","566515102008",0,2018,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1,2495,,"SFR","CONVENTION"
"R020205","591107100323",0,1930,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,1,1,1869,0,"SFR","CONVENTION"
"R020205","591107100323",1,2004,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,3.5,2,2955,0,"SFR","CONVENTION"
"R020216","590118200232",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,1224,,"SFR","VICTORIAN"
"R020228","559710204003",0,1991,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,3240,0,"SFR","CONVENTION"
"R020228","559710204003",1,1992,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,0.75,1,720,0,"SFR","CONVENTION"
"R020229","559710204004",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,2276,0,"SFR","RANCH"
"R020238","566129110004",0,1982,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",3,1.75,1,1810,1,"SFR","CONVENTION"
"R020239","566129110005",0,1982,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",3,1.75,1,1764,1,"SFR","CONVENTION"
"R020240","566129110006",0,1982,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",3,1.75,1,1810,1,"SFR","CONVENTION"
"R020253","566133300013",0,1984,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.5,2,3960,0,"SFR","CUSTOM"
"R020254","566133300015",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,2704,0,"SFR","CONVENTION"
"R020263","591114100371",0,1982,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1693,0,"SFR","LOG HOME"
"R020279","595508200010",0,1982,"9251","EX CHURCH IMP","2230","SPECIAL PURPOSE",0,2,1,4750,0,"COMMERCIAL","SPEC PURPOSE"
"R020279","595508200010",1,2001,"9251","EX CHURCH IMP","2230","SPECIAL PURPOSE",0,2,1,2502,0,"COMMERCIAL","SPEC PURPOSE"
"R020279","595508200010",2,2001,"9251","EX CHURCH IMP","2230","SPECIAL PURPOSE",0,2,1,4096,0,"COMMERCIAL","SPEC PURPOSE"
"R020283","594912400231",0,1987,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",4,3.5,1.5,2810,2,"SFR","DUPLEX"
"R020284","594912400232",0,1975,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1,2494,0,"SFR","CONVENTION"
"R020286","594912400275",0,2021,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2251,,"SFR","CONVENTION"
"R020287","590509400508",0,1989,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,3651,0,"SFR","CONVENTION"
"R020291","590509400510",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.5,2,1708.77,0,"SFR","SOUTHWEST"
"R020306","566504200106",0,1988,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,2350,0,"SFR","LOG HOME"
"R020307","590530100414",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,3,1,3004,0,"SFR","RANCH"
"R020319","567314201003",0,1994,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1456,,"SFR","MANUFACTURED"
"R020326","567314201010",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1,1452,0,"SFR","SPLIT LEVEL"
"R020328","567314102002",0,1991,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",2,1.75,2,1861,2,"SFR","CONVENTION"
"R020336","567314102010",0,1987,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1454,0,"SFR","CONVENTION"
"R020338","567314202012",0,1994,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1568,0,"SFR","MANUFACTURED"
"R020346","567314103007",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,1872,0,"SFR","CONVENTION"
"R020372","566911102014",0,1995,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1523,,"SFR","MANUFACTURED"
"R020383","566517124003",0,1992,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2,1.5,1144,,"SFR","TOWNHOME"
"R020385","566517124005",0,1982,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,1.75,2,1148,,"SFR","TOWNHOME"
"R020390","590331400312",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,1.5,1664,0,"SFR","LOG HOME"
"R020392","567933100080",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1,672,,"SFR","CABIN"
"R020392","567933100080",1,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,704,,"SFR","RANCH"
"R020392","567933100080",2,1985,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,540,,"SFR","RANCH"
"R020395","559711402001",0,1990,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,6574,0,"SFR","VICTORIAN"
"R020401","559711402007",0,1950,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.25,2,2925.5,0,"SFR","CONVENTION"
"R020409","566905104032",0,1981,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,0,1.5,21900,0,"COMMERCIAL","MANUF\DISTRIBU"
"R020412","566516300020",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,1040,,"SFR","CONVENTION"
"R020413","566518406003",0,2016,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.75,2,3634,,"SFR","CONVENTION"
"R020427","567509300188",0,1998,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.7,1.5,1176,0,"SFR","CABIN"
"R020438","590303301016",0,1985,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,2960,0,"SFR","MODERN"
